regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
pure,2,1,0.5,4.0,0,0,128,512,320,51.235,52.576,60.194,6.6808
pure,2,1,0.5,4.0,0,0,256,1024,640,61.156,62.846,62.242,0.6426
pure,2,1,0.5,4.0,0,0,512,2048,1280,64.224,68.956,67.297,0.6494
pure,2,1,0.5,4.0,0,0,1024,4096,2560,72.801,81.055,77.824,0.6086
mixed,2,1,0.5,4.0,16,0,128,512,320,77.281,111.585,110.593,0.9711
mixed,2,1,0.5,4.0,16,0,256,1024,640,129.569,184.128,183.297,0.9848
mixed,2,1,0.5,4.0,16,0,512,2048,1280,219.97,328.899,328.577,0.997
mixed,2,1,0.5,4.0,16,0,1024,4096,2560,401.089,619.232,618.081,0.9947
mixed,2,1,0.5,4.0,16,512,128,512,320,111.968,113.503,111.905,-0.041
mixed,2,1,0.5,4.0,16,512,256,1024,640,129.568,183.904,183.489,0.9924
mixed,2,1,0.5,4.0,16,512,512,2048,1280,220.674,329.502,328.801,0.9936
mixed,2,1,0.5,4.0,16,512,1024,4096,2560,402.177,619.97,617.378,0.9881
mixed,2,1,0.5,4.0,16,1024,128,512,320,184.354,184.417,183.939,-6.5873
mixed,2,1,0.5,4.0,16,1024,256,1024,640,184.289,186.241,184.576,0.147
mixed,2,1,0.5,4.0,16,1024,512,2048,1280,220.16,329.154,328.417,0.9932
mixed,2,1,0.5,4.0,16,1024,1024,4096,2560,401.857,619.49,618.338,0.9947
mixed,2,1,0.5,4.0,16,2048,128,512,320,329.635,330.114,329.281,-0.739
mixed,2,1,0.5,4.0,16,2048,256,1024,640,329.635,329.698,329.441,-3.0794
mixed,2,1,0.5,4.0,16,2048,512,2048,1280,329.759,331.521,329.763,0.0023
mixed,2,1,0.5,4.0,16,2048,1024,4096,2560,402.016,619.842,618.786,0.9952
mixed,2,1,0.5,4.0,32,0,128,512,320,78.144,112.672,112.192,0.9861
mixed,2,1,0.5,4.0,32,0,256,1024,640,130.784,185.122,184.414,0.987
mixed,2,1,0.5,4.0,32,0,512,2048,1280,221.412,329.793,329.924,1.0012
mixed,2,1,0.5,4.0,32,0,1024,4096,2560,402.72,620.451,620.354,0.9996
mixed,2,1,0.5,4.0,32,512,128,512,320,113.054,114.369,113.377,0.2456
mixed,2,1,0.5,4.0,32,512,256,1024,640,130.399,185.152,184.161,0.9819
mixed,2,1,0.5,4.0,32,512,512,2048,1280,220.672,329.763,328.737,0.9906
mixed,2,1,0.5,4.0,32,512,1024,4096,2560,402.722,620.803,619.011,0.9918
mixed,2,1,0.5,4.0,32,1024,128,512,320,185.855,185.696,185.983,
mixed,2,1,0.5,4.0,32,1024,256,1024,640,185.921,187.042,185.506,-0.3702
mixed,2,1,0.5,4.0,32,1024,512,2048,1280,220.896,329.538,329.505,0.9997
mixed,2,1,0.5,4.0,32,1024,1024,4096,2560,402.081,619.972,618.979,0.9954
mixed,2,1,0.5,4.0,32,2048,128,512,320,331.106,331.457,329.985,-3.1937
mixed,2,1,0.5,4.0,32,2048,256,1024,640,331.331,331.361,331.201,-4.3333
mixed,2,1,0.5,4.0,32,2048,512,2048,1280,331.232,332.226,331.265,0.0332
mixed,2,1,0.5,4.0,32,2048,1024,4096,2560,402.207,620.257,617.664,0.9881
mixed,2,1,0.5,4.0,64,0,128,512,320,78.495,112.831,112.32,0.9851
mixed,2,1,0.5,4.0,64,0,256,1024,640,130.912,185.6,185.345,0.9953
mixed,2,1,0.5,4.0,64,0,512,2048,1280,221.857,331.2,330.628,0.9948
mixed,2,1,0.5,4.0,64,0,1024,4096,2560,403.491,621.537,621.026,0.9977
mixed,2,1,0.5,4.0,64,512,128,512,320,115.264,115.552,115.329,0.2257
mixed,2,1,0.5,4.0,64,512,256,1024,640,131.008,185.535,185.122,0.9924
mixed,2,1,0.5,4.0,64,512,512,2048,1280,221.537,330.497,330.273,0.9979
mixed,2,1,0.5,4.0,64,512,1024,4096,2560,403.682,620.993,620.8,0.9991
mixed,2,1,0.5,4.0,64,1024,128,512,320,188.064,188.257,187.97,-0.487
mixed,2,1,0.5,4.0,64,1024,256,1024,640,188.287,188.448,188.096,-1.1863
mixed,2,1,0.5,4.0,64,1024,512,2048,1280,221.76,331.105,330.655,0.9959
mixed,2,1,0.5,4.0,64,1024,1024,4096,2560,403.714,621.792,620.93,0.996
mixed,2,1,0.5,4.0,64,2048,128,512,320,333.41,333.473,333.504,1.4921
mixed,2,1,0.5,4.0,64,2048,256,1024,640,333.602,333.409,333.664,
mixed,2,1,0.5,4.0,64,2048,512,2048,1280,333.248,333.536,333.411,0.566
mixed,2,1,0.5,4.0,64,2048,1024,4096,2560,403.041,621.121,620.512,0.9972
mixed,2,1,0.5,4.0,128,0,128,512,320,78.43,112.546,112.479,0.998
mixed,2,1,0.5,4.0,128,0,256,1024,640,130.816,185.122,184.8,0.9941
mixed,2,1,0.5,4.0,128,0,512,2048,1280,221.313,330.177,330.017,0.9985
mixed,2,1,0.5,4.0,128,0,1024,4096,2560,402.85,621.154,620.705,0.9979
mixed,2,1,0.5,4.0,128,512,128,512,320,115.808,115.649,115.586,
mixed,2,1,0.5,4.0,128,512,256,1024,640,130.944,185.186,185.217,1.0006
mixed,2,1,0.5,4.0,128,512,512,2048,1280,221.471,330.465,330.208,0.9976
mixed,2,1,0.5,4.0,128,512,1024,4096,2560,403.297,621.312,620.868,0.998
mixed,2,1,0.5,4.0,128,1024,128,512,320,188.256,188.224,188.129,
mixed,2,1,0.5,4.0,128,1024,256,1024,640,188.224,188.16,188.32,
mixed,2,1,0.5,4.0,128,1024,512,2048,1280,221.599,330.722,330.463,0.9976
mixed,2,1,0.5,4.0,128,1024,1024,4096,2560,403.073,621.248,620.867,0.9983
mixed,2,1,0.5,4.0,128,2048,128,512,320,333.476,333.729,333.602,0.498
mixed,2,1,0.5,4.0,128,2048,256,1024,640,333.728,333.535,333.695,
mixed,2,1,0.5,4.0,128,2048,512,2048,1280,333.76,333.536,333.536,
mixed,2,1,0.5,4.0,128,2048,1024,4096,2560,403.423,621.442,620.705,0.9966
mixed,2,1,0.5,4.0,256,0,128,512,320,79.648,112.897,112.64,0.9923
mixed,2,1,0.5,4.0,256,0,256,1024,640,131.968,186.336,184.897,0.9735
mixed,2,1,0.5,4.0,256,0,512,2048,1280,222.882,331.49,329.696,0.9835
mixed,2,1,0.5,4.0,256,0,1024,4096,2560,404.19,621.28,619.297,0.9909
mixed,2,1,0.5,4.0,256,512,128,512,320,132.289,132.449,132.352,0.3937
mixed,2,1,0.5,4.0,256,512,256,1024,640,132.739,186.176,185.506,0.9875
mixed,2,1,0.5,4.0,256,512,512,2048,1280,222.912,331.648,330.784,0.9921
mixed,2,1,0.5,4.0,256,512,1024,4096,2560,403.424,621.183,621.183,1.0
mixed,2,1,0.5,4.0,256,1024,128,512,320,203.296,203.456,203.263,-0.2063
mixed,2,1,0.5,4.0,256,1024,256,1024,640,203.457,203.585,203.361,-0.75
mixed,2,1,0.5,4.0,256,1024,512,2048,1280,222.592,332.448,330.944,0.9863
mixed,2,1,0.5,4.0,256,1024,1024,4096,2560,403.551,621.889,621.697,0.9991
mixed,2,1,0.5,4.0,256,2048,128,512,320,345.504,345.507,345.537,11.0
mixed,2,1,0.5,4.0,256,2048,256,1024,640,345.536,345.632,345.695,1.6562
mixed,2,1,0.5,4.0,256,2048,512,2048,1280,345.471,345.44,345.407,
mixed,2,1,0.5,4.0,256,2048,1024,4096,2560,403.904,622.273,621.347,0.9958
