regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
pure,2,1,0.5,4.0,0,0,128,512,320,60.736,62.209,71.971,7.6273
pure,2,1,0.5,4.0,0,0,512,2048,1280,78.467,84.642,82.302,0.6211
pure,2,1,0.5,4.0,0,0,2048,8192,5120,131.362,167.523,122.56,-0.2434
pure,2,1,0.5,4.0,0,0,8192,32768,20480,265.605,399.493,265.573,-0.0002
mixed,2,1,0.5,4.0,16,0,128,512,320,77.507,111.779,111.711,0.998
mixed,2,1,0.5,4.0,16,0,512,2048,1280,220.036,328.678,327.683,0.9908
mixed,2,1,0.5,4.0,16,0,2048,8192,5120,762.379,1198.258,1197.649,0.9986
mixed,2,1,0.5,4.0,16,0,8192,32768,20480,2939.661,4675.081,4674.051,0.9994
mixed,2,1,0.5,4.0,16,512,128,512,320,112.098,114.146,112.035,-0.0308
mixed,2,1,0.5,4.0,16,512,512,2048,1280,220.131,328.292,328.261,0.9997
mixed,2,1,0.5,4.0,16,512,2048,8192,5120,762.955,1197.681,1196.371,0.997
mixed,2,1,0.5,4.0,16,512,8192,32768,20480,2929.964,4667.146,4671.72,1.0026
mixed,2,1,0.5,4.0,16,2048,128,512,320,328.966,329.124,328.933,-0.2089
mixed,2,1,0.5,4.0,16,2048,512,2048,1280,330.118,331.78,330.213,0.0572
mixed,2,1,0.5,4.0,16,2048,2048,8192,5120,762.794,1198.099,1199.219,1.0026
mixed,2,1,0.5,4.0,16,2048,8192,32768,20480,2941.163,4676.991,4662.694,0.9918
mixed,2,1,0.5,4.0,16,8192,128,512,320,1195.764,1192.624,1195.506,
mixed,2,1,0.5,4.0,16,8192,512,2048,1280,1192.721,1195.059,1195.857,1.3413
mixed,2,1,0.5,4.0,16,8192,2048,8192,5120,1194.867,1196.272,1198.066,2.2769
mixed,2,1,0.5,4.0,16,8192,8192,32768,20480,2942.955,4676.003,4671.49,0.9974
mixed,2,1,0.5,4.0,16,20480,128,512,320,2928.237,2931.658,2929.451,0.3549
mixed,2,1,0.5,4.0,16,20480,512,2048,1280,2932.682,2929.225,2929.355,
mixed,2,1,0.5,4.0,16,20480,2048,8192,5120,2936.618,2936.778,2932.073,-28.4063
mixed,2,1,0.5,4.0,16,20480,8192,32768,20480,2939.783,4678.275,4668.544,0.9944
mixed,2,1,0.5,4.0,32,0,128,512,320,77.408,111.68,111.616,0.9981
mixed,2,1,0.5,4.0,32,0,512,2048,1280,220.516,328.901,327.59,0.9879
mixed,2,1,0.5,4.0,32,0,2048,8192,5120,762.988,1199.538,1195.12,0.9899
mixed,2,1,0.5,4.0,32,0,8192,32768,20480,2939.463,4671.171,4659.076,0.993
mixed,2,1,0.5,4.0,32,512,128,512,320,112.609,114.305,113.184,0.339
mixed,2,1,0.5,4.0,32,512,512,2048,1280,219.876,328.966,328.514,0.9959
mixed,2,1,0.5,4.0,32,512,2048,8192,5120,764.042,1198.001,1197.552,0.999
mixed,2,1,0.5,4.0,32,512,8192,32768,20480,2943.944,4680.869,4676.642,0.9976
mixed,2,1,0.5,4.0,32,2048,128,512,320,329.829,330.566,330.502,0.9132
mixed,2,1,0.5,4.0,32,2048,512,2048,1280,330.535,331.045,330.693,0.3098
mixed,2,1,0.5,4.0,32,2048,2048,8192,5120,762.601,1197.041,1191.186,0.9865
mixed,2,1,0.5,4.0,32,2048,8192,32768,20480,2939.975,4677.217,4674.306,0.9983
mixed,2,1,0.5,4.0,32,8192,128,512,320,1188.175,1189.202,1190.961,2.7128
mixed,2,1,0.5,4.0,32,8192,512,2048,1280,1193.456,1191.825,1192.273,
mixed,2,1,0.5,4.0,32,8192,2048,8192,5120,1192.304,1199.57,1198.131,0.802
mixed,2,1,0.5,4.0,32,8192,8192,32768,20480,2940.071,4677.123,4672.514,0.9973
mixed,2,1,0.5,4.0,32,20480,128,512,320,2921.546,2935.303,2934.473,0.9397
mixed,2,1,0.5,4.0,32,20480,512,2048,1280,2936.329,2932.01,2931.879,
mixed,2,1,0.5,4.0,32,20480,2048,8192,5120,2933.767,2925.964,2919.523,
mixed,2,1,0.5,4.0,32,20480,8192,32768,20480,2941.351,4677.183,4677.184,1.0
mixed,2,1,0.5,4.0,64,0,128,512,320,77.826,111.97,111.457,0.985
mixed,2,1,0.5,4.0,64,0,512,2048,1280,220.453,329.093,328.677,0.9962
mixed,2,1,0.5,4.0,64,0,2048,8192,5120,763.978,1197.167,1195.824,0.9969
mixed,2,1,0.5,4.0,64,0,8192,32768,20480,2939.372,4671.104,4675.074,1.0023
mixed,2,1,0.5,4.0,64,512,128,512,320,114.306,115.169,114.272,-0.0394
mixed,2,1,0.5,4.0,64,512,512,2048,1280,220.611,329.25,327.813,0.9868
mixed,2,1,0.5,4.0,64,512,2048,8192,5120,761.929,1198.512,1196.655,0.9957
mixed,2,1,0.5,4.0,64,512,8192,32768,20480,2938.377,4674.943,4673.216,0.999
mixed,2,1,0.5,4.0,64,2048,128,512,320,330.435,330.532,330.02,-4.2784
mixed,2,1,0.5,4.0,64,2048,512,2048,1280,330.438,332.229,330.757,0.1781
mixed,2,1,0.5,4.0,64,2048,2048,8192,5120,763.978,1198.61,1198.066,0.9987
