regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
pure,2,1,0.5,4.0,0,0,128,512,320,64.512,66.657,74.783,4.7883
pure,2,1,0.5,4.0,0,0,256,1024,640,77.475,82.111,79.455,0.4271
pure,2,1,0.5,4.0,0,0,512,2048,1280,100.866,116.256,107.521,0.4324
pure,2,1,0.5,4.0,0,0,1024,4096,2560,123.104,161.983,133.73,0.2733
mixed,2,1,0.5,4.0,16,0,128,512,320,78.912,113.345,112.546,0.9768
mixed,2,1,0.5,4.0,16,0,256,1024,640,131.459,185.825,185.184,0.9882
mixed,2,1,0.5,4.0,16,0,512,2048,1280,222.432,331.715,330.242,0.9865
mixed,2,1,0.5,4.0,16,0,1024,4096,2560,404.418,622.119,619.974,0.9901
mixed,2,1,0.5,4.0,16,512,128,512,320,113.121,116.545,113.345,0.0654
mixed,2,1,0.5,4.0,16,512,256,1024,640,132.032,186.593,185.921,0.9877
mixed,2,1,0.5,4.0,16,512,512,2048,1280,223.01,332.419,330.659,0.9839
mixed,2,1,0.5,4.0,16,512,1024,4096,2560,405.123,623.299,620.422,0.9868
mixed,2,1,0.5,4.0,16,1024,128,512,320,185.825,186.177,185.73,-0.2699
mixed,2,1,0.5,4.0,16,1024,256,1024,640,186.05,189.506,186.084,0.0098
mixed,2,1,0.5,4.0,16,1024,512,2048,1280,223.105,331.49,330.435,0.9903
mixed,2,1,0.5,4.0,16,1024,1024,4096,2560,404.386,621.796,619.653,0.9901
mixed,2,1,0.5,4.0,16,2048,128,512,320,331.105,331.267,331.073,-0.1975
mixed,2,1,0.5,4.0,16,2048,256,1024,640,331.491,332.001,331.298,-0.3784
mixed,2,1,0.5,4.0,16,2048,512,2048,1280,331.875,335.074,332.644,0.2404
mixed,2,1,0.5,4.0,16,2048,1024,4096,2560,406.018,624.133,622.151,0.9909
mixed,2,1,0.5,4.0,32,0,128,512,320,79.264,113.697,112.992,0.9795
mixed,2,1,0.5,4.0,32,0,256,1024,640,131.811,186.271,185.473,0.9853
mixed,2,1,0.5,4.0,32,0,512,2048,1280,222.851,332.036,331.011,0.9906
mixed,2,1,0.5,4.0,32,0,1024,4096,2560,404.772,622.565,621.636,0.9957
mixed,2,1,0.5,4.0,32,512,128,512,320,114.144,116.866,114.336,0.0705
mixed,2,1,0.5,4.0,32,512,256,1024,640,132.129,186.529,185.697,0.9847
mixed,2,1,0.5,4.0,32,512,512,2048,1280,222.882,331.684,330.563,0.9897
mixed,2,1,0.5,4.0,32,512,1024,4096,2560,404.356,624.197,622.79,0.9936
mixed,2,1,0.5,4.0,32,1024,128,512,320,186.659,186.881,186.883,1.009
mixed,2,1,0.5,4.0,32,1024,256,1024,640,187.682,189.954,187.074,-0.2676
mixed,2,1,0.5,4.0,32,1024,512,2048,1280,223.203,332.769,331.554,0.9889
mixed,2,1,0.5,4.0,32,1024,1024,4096,2560,405.44,622.978,622.437,0.9975
mixed,2,1,0.5,4.0,32,2048,128,512,320,332.036,332.035,332.516,
mixed,2,1,0.5,4.0,32,2048,256,1024,640,332.834,334.341,332.675,-0.1055
mixed,2,1,0.5,4.0,32,2048,512,2048,1280,333.314,335.298,332.578,-0.371
mixed,2,1,0.5,4.0,32,2048,1024,4096,2560,404.771,623.619,621.927,0.9923
mixed,2,1,0.5,4.0,64,0,128,512,320,80.003,114.399,113.188,0.9648
mixed,2,1,0.5,4.0,64,0,256,1024,640,132.163,186.723,186.05,0.9877
mixed,2,1,0.5,4.0,64,0,512,2048,1280,223.041,332.003,331.008,0.9909
mixed,2,1,0.5,4.0,64,0,1024,4096,2560,405.249,623.173,621.157,0.9907
mixed,2,1,0.5,4.0,64,512,128,512,320,115.713,117.731,116.544,0.4118
mixed,2,1,0.5,4.0,64,512,256,1024,640,132.608,186.913,186.178,0.9865
mixed,2,1,0.5,4.0,64,512,512,2048,1280,223.426,332.323,331.236,0.99
mixed,2,1,0.5,4.0,64,512,1024,4096,2560,404.677,623.461,622.054,0.9936
mixed,2,1,0.5,4.0,64,1024,128,512,320,188.226,189.025,188.48,0.3179
mixed,2,1,0.5,4.0,64,1024,256,1024,640,189.568,190.976,189.377,-0.1357
mixed,2,1,0.5,4.0,64,1024,512,2048,1280,223.778,332.898,331.684,0.9889
mixed,2,1,0.5,4.0,64,1024,1024,4096,2560,405.09,623.49,621.571,0.9912
mixed,2,1,0.5,4.0,64,2048,128,512,320,332.993,334.212,333.793,0.6563
mixed,2,1,0.5,4.0,64,2048,256,1024,640,334.53,335.075,334.179,-0.644
mixed,2,1,0.5,4.0,64,2048,512,2048,1280,334.978,335.778,334.628,-0.4375
mixed,2,1,0.5,4.0,64,2048,1024,4096,2560,404.227,623.91,622.053,0.9915
mixed,2,1,0.5,4.0,128,0,128,512,320,82.209,116.416,115.554,0.9748
mixed,2,1,0.5,4.0,128,0,256,1024,640,134.337,188.576,187.904,0.9876
mixed,2,1,0.5,4.0,128,0,512,2048,1280,224.833,333.667,332.483,0.9891
mixed,2,1,0.5,4.0,128,0,1024,4096,2560,406.083,624.806,622.887,0.9912
mixed,2,1,0.5,4.0,128,512,128,512,320,120.321,120.322,119.842,-479.0
mixed,2,1,0.5,4.0,128,512,256,1024,640,135.969,189.857,188.292,0.971
mixed,2,1,0.5,4.0,128,512,512,2048,1280,225.569,334.627,333.219,0.9871
mixed,2,1,0.5,4.0,128,512,1024,4096,2560,406.722,624.581,623.172,0.9935
mixed,2,1,0.5,4.0,128,1024,128,512,320,191.938,192.448,191.681,-0.5039
mixed,2,1,0.5,4.0,128,1024,256,1024,640,192.611,193.026,192.256,-0.8554
mixed,2,1,0.5,4.0,128,1024,512,2048,1280,227.137,333.827,332.963,0.9919
mixed,2,1,0.5,4.0,128,1024,1024,4096,2560,407.875,625.317,623.683,0.9925
mixed,2,1,0.5,4.0,128,2048,128,512,320,336.93,337.316,337.027,0.2513
mixed,2,1,0.5,4.0,128,2048,256,1024,640,337.795,337.603,337.091,
mixed,2,1,0.5,4.0,128,2048,512,2048,1280,337.86,338.145,337.315,-1.9123
