regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
pure,2,1,0.5,4.0,0,0,128,512,320,62.753,74.113,73.664,0.9605
pure,2,1,0.5,4.0,0,0,512,2048,1280,79.839,86.017,83.136,0.5337
pure,2,1,0.5,4.0,0,0,2048,8192,5120,132.832,169.35,125.504,-0.2007
pure,2,1,0.5,4.0,0,0,8192,32768,20480,268.45,401.38,275.524,0.0532
mixed,2,1,0.5,4.0,16,0,128,512,320,78.884,112.673,112.258,0.9877
mixed,2,1,0.5,4.0,16,0,512,2048,1280,221.796,330.532,329.795,0.9932
mixed,2,1,0.5,4.0,16,0,2048,8192,5120,765.93,1203.76,1203.216,0.9988
mixed,2,1,0.5,4.0,16,0,8192,32768,20480,2940.933,4683.101,4672.313,0.9938
mixed,2,1,0.5,4.0,16,512,128,512,320,112.834,115.424,112.835,0.0004
mixed,2,1,0.5,4.0,16,512,512,2048,1280,221.732,330.533,329.605,0.9915
mixed,2,1,0.5,4.0,16,512,2048,8192,5120,766.124,1201.263,1202.99,1.004
mixed,2,1,0.5,4.0,16,512,8192,32768,20480,2944.643,4683.478,4683.516,1.0
mixed,2,1,0.5,4.0,16,2048,128,512,320,329.667,329.7,329.731,1.9394
mixed,2,1,0.5,4.0,16,2048,512,2048,1280,330.083,332.771,331.01,0.3449
mixed,2,1,0.5,4.0,16,2048,2048,8192,5120,768.203,1204.494,1203.886,0.9986
mixed,2,1,0.5,4.0,16,2048,8192,32768,20480,2942.531,4684.569,4677.687,0.996
mixed,2,1,0.5,4.0,16,8192,128,512,320,1194.094,1195.278,1195.983,1.5954
mixed,2,1,0.5,4.0,16,8192,512,2048,1280,1195.569,1195.342,1195.696,
mixed,2,1,0.5,4.0,16,8192,2048,8192,5120,1196.078,1203.151,1204.139,1.1397
mixed,2,1,0.5,4.0,16,8192,8192,32768,20480,2947.012,4678.068,4688.022,1.0058
mixed,2,1,0.5,4.0,16,20480,128,512,320,2929.185,2930.18,2926.307,-2.8925
mixed,2,1,0.5,4.0,16,20480,512,2048,1280,2930.322,2924.768,2931.101,
mixed,2,1,0.5,4.0,16,20480,2048,8192,5120,2931.268,2931.358,2929.54,-19.2
mixed,2,1,0.5,4.0,16,20480,8192,32768,20480,2941.986,4686.392,4682.568,0.9978
mixed,2,1,0.5,4.0,64,0,128,512,320,78.914,112.898,112.418,0.9859
mixed,2,1,0.5,4.0,64,0,512,2048,1280,221.221,331.011,329.795,0.9889
mixed,2,1,0.5,4.0,64,0,2048,8192,5120,766.409,1203.555,1203.149,0.9991
mixed,2,1,0.5,4.0,64,0,8192,32768,20480,2942.37,4685.749,4671.442,0.9918
mixed,2,1,0.5,4.0,64,512,128,512,320,114.657,115.969,115.137,0.3659
mixed,2,1,0.5,4.0,64,512,512,2048,1280,221.633,330.66,329.443,0.9888
mixed,2,1,0.5,4.0,64,512,2048,8192,5120,765.61,1201.516,1202.061,1.0013
mixed,2,1,0.5,4.0,64,512,8192,32768,20480,2936.896,4679.512,4682.009,1.0014
mixed,2,1,0.5,4.0,64,2048,128,512,320,330.755,332.867,331.972,0.5762
mixed,2,1,0.5,4.0,64,2048,512,2048,1280,332.869,333.155,332.869,0.0
mixed,2,1,0.5,4.0,64,2048,2048,8192,5120,765.799,1201.644,1201.743,1.0002
mixed,2,1,0.5,4.0,64,2048,8192,32768,20480,2939.743,4676.692,4669.456,0.9958
mixed,2,1,0.5,4.0,64,8192,128,512,320,1195.919,1196.651,1200.11,5.7254
mixed,2,1,0.5,4.0,64,8192,512,2048,1280,1196.301,1199.884,1197.035,0.2049
mixed,2,1,0.5,4.0,64,8192,2048,8192,5120,1200.365,1206.287,1203.886,0.5946
mixed,2,1,0.5,4.0,64,8192,8192,32768,20480,2943.618,4681.104,4684.084,1.0017
mixed,2,1,0.5,4.0,64,20480,128,512,320,2929.279,2931.999,2930.85,0.5776
mixed,2,1,0.5,4.0,64,20480,512,2048,1280,2929.631,2928.129,2928.61,
mixed,2,1,0.5,4.0,64,20480,2048,8192,5120,2933.856,2932.319,2928.033,
mixed,2,1,0.5,4.0,64,20480,8192,32768,20480,2942.816,4685.173,4674.931,0.9941
mixed,2,1,0.5,4.0,256,0,128,512,320,110.337,144.48,143.97,0.9851
mixed,2,1,0.5,4.0,256,0,512,2048,1280,252.225,360.061,356.324,0.9653
mixed,2,1,0.5,4.0,256,0,2048,8192,5120,789.256,1223.276,1223.181,0.9998
mixed,2,1,0.5,4.0,256,0,8192,32768,20480,2948.16,4681.552,4672.85,0.995
mixed,2,1,0.5,4.0,256,512,128,512,320,200.898,233.347,183.969,-0.5217
mixed,2,1,0.5,4.0,256,512,512,2048,1280,324.644,430.54,426.628,0.9631
mixed,2,1,0.5,4.0,256,512,2048,8192,5120,858.185,1293.645,1285.327,0.9809
mixed,2,1,0.5,4.0,256,512,8192,32768,20480,3031.105,4727.382,4741.013,1.008
mixed,2,1,0.5,4.0,256,2048,128,512,320,416.259,449.669,397.572,-0.5593
