regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
pure,2,1,0.5,4.0,0,0,128,512,320,66.24,80.418,76.833,0.7471
pure,2,1,0.5,4.0,0,0,256,1024,640,100.415,111.778,105.28,0.4281
pure,2,1,0.5,4.0,0,0,512,2048,1280,121.568,155.424,127.169,0.1654
pure,2,1,0.5,4.0,0,0,1024,4096,2560,158.116,228.29,168.672,0.1504
mixed,2,1,0.5,4.0,16,0,128,512,320,107.361,141.986,141.379,0.9825
mixed,2,1,0.5,4.0,16,0,256,1024,640,160.131,214.372,213.7,0.9876
mixed,2,1,0.5,4.0,16,0,512,2048,1280,251.139,360.132,357.796,0.9786
mixed,2,1,0.5,4.0,16,0,1024,4096,2560,431.364,646.12,642.472,0.983
mixed,2,1,0.5,4.0,16,512,128,512,320,180.322,214.401,160.577,-0.5794
mixed,2,1,0.5,4.0,16,512,256,1024,640,233.892,288.804,250.34,0.2995
mixed,2,1,0.5,4.0,16,512,512,2048,1280,323.43,433.923,430.085,0.9653
mixed,2,1,0.5,4.0,16,512,1024,4096,2560,505.734,721.35,719.687,0.9923
mixed,2,1,0.5,4.0,16,1024,128,512,320,251.425,286.148,232.003,-0.5593
mixed,2,1,0.5,4.0,16,1024,256,1024,640,304.421,359.556,251.907,-0.9525
mixed,2,1,0.5,4.0,16,1024,512,2048,1280,400.068,509.125,431.559,0.2888
mixed,2,1,0.5,4.0,16,1024,1024,4096,2560,581.702,799.081,792.233,0.9685
mixed,2,1,0.5,4.0,16,2048,128,512,320,395.139,429.38,374.788,-0.5943
mixed,2,1,0.5,4.0,16,2048,256,1024,640,446.883,502.532,394.082,-0.9488
mixed,2,1,0.5,4.0,16,2048,512,2048,1280,539.205,648.997,432.324,-0.9735
mixed,2,1,0.5,4.0,16,2048,1024,4096,2560,727.176,945.259,793.862,0.3058
mixed,2,1,0.5,4.0,32,0,128,512,320,107.937,142.657,141.379,0.9632
mixed,2,1,0.5,4.0,32,0,256,1024,640,160.674,214.466,213.665,0.9851
mixed,2,1,0.5,4.0,32,0,512,2048,1280,250.754,359.493,357.731,0.9838
mixed,2,1,0.5,4.0,32,0,1024,4096,2560,431.459,648.231,642.982,0.9758
mixed,2,1,0.5,4.0,32,512,128,512,320,180.736,214.432,161.825,-0.5612
mixed,2,1,0.5,4.0,32,512,256,1024,640,235.971,292.453,250.082,0.2498
mixed,2,1,0.5,4.0,32,512,512,2048,1280,323.587,433.7,430.819,0.9738
mixed,2,1,0.5,4.0,32,512,1024,4096,2560,505.383,723.047,720.166,0.9868
mixed,2,1,0.5,4.0,32,1024,128,512,320,251.842,286.85,232.706,-0.5466
mixed,2,1,0.5,4.0,32,1024,256,1024,640,304.577,360.516,252.291,-0.9347
mixed,2,1,0.5,4.0,32,1024,512,2048,1280,399.908,508.453,431.877,0.2945
mixed,2,1,0.5,4.0,32,1024,1024,4096,2560,581.927,799.304,790.153,0.9579
mixed,2,1,0.5,4.0,32,2048,128,512,320,395.746,431.3,376.545,-0.5401
mixed,2,1,0.5,4.0,32,2048,256,1024,640,448.516,504.421,396.035,-0.9388
mixed,2,1,0.5,4.0,32,2048,512,2048,1280,540.099,651.047,432.677,-0.9682
mixed,2,1,0.5,4.0,32,2048,1024,4096,2560,726.888,946.251,793.448,0.3034
mixed,2,1,0.5,4.0,64,0,128,512,320,110.624,144.416,143.106,0.9612
mixed,2,1,0.5,4.0,64,0,256,1024,640,162.02,217.411,214.85,0.9538
mixed,2,1,0.5,4.0,64,0,512,2048,1280,252.739,361.893,358.853,0.9721
mixed,2,1,0.5,4.0,64,0,1024,4096,2560,434.245,649.798,648.519,0.9941
mixed,2,1,0.5,4.0,64,512,128,512,320,182.496,215.651,163.169,-0.5829
mixed,2,1,0.5,4.0,64,512,256,1024,640,237.505,291.203,251.139,0.2539
mixed,2,1,0.5,4.0,64,512,512,2048,1280,327.331,434.628,429.477,0.952
mixed,2,1,0.5,4.0,64,512,1024,4096,2560,506.499,723.016,721.093,0.9911
mixed,2,1,0.5,4.0,64,1024,128,512,320,253.729,286.274,233.061,-0.6351
mixed,2,1,0.5,4.0,64,1024,256,1024,640,305.155,361.219,253.761,-0.9167
mixed,2,1,0.5,4.0,64,1024,512,2048,1280,401.028,510.533,430.278,0.2671
mixed,2,1,0.5,4.0,64,1024,1024,4096,2560,583.077,801.317,791.048,0.9529
mixed,2,1,0.5,4.0,64,2048,128,512,320,397.028,428.421,379.875,-0.5464
mixed,2,1,0.5,4.0,64,2048,256,1024,640,447.59,503.077,395.619,-0.9366
mixed,2,1,0.5,4.0,64,2048,512,2048,1280,540.741,652.196,432.389,-0.9722
mixed,2,1,0.5,4.0,64,2048,1024,4096,2560,728.263,946.057,791.529,0.2905
mixed,2,1,0.5,4.0,128,0,128,512,320,137.631,173.057,155.167,0.495
mixed,2,1,0.5,4.0,128,0,256,1024,640,190.91,243.426,242.083,0.9744
mixed,2,1,0.5,4.0,128,0,512,2048,1280,281.028,387.524,383.716,0.9642
mixed,2,1,0.5,4.0,128,0,1024,4096,2560,459.717,672.583,669.478,0.9854
mixed,2,1,0.5,4.0,128,512,128,512,320,215.201,221.09,216.192,0.1683
mixed,2,1,0.5,4.0,128,512,256,1024,640,246.082,354.561,287.65,0.3832
mixed,2,1,0.5,4.0,128,512,512,2048,1280,424.45,532.966,434.788,0.0953
mixed,2,1,0.5,4.0,128,512,1024,4096,2560,604.644,821.413,782.63,0.8211
mixed,2,1,0.5,4.0,128,1024,128,512,320,318.018,357.955,289.411,-0.7163
mixed,2,1,0.5,4.0,128,1024,256,1024,640,358.211,365.348,360.803,0.3632
mixed,2,1,0.5,4.0,128,1024,512,2048,1280,426.243,645.095,503.684,0.3539
mixed,2,1,0.5,4.0,128,1024,1024,4096,2560,748.391,965.993,795.239,0.2153
mixed,2,1,0.5,4.0,128,2048,128,512,320,459.397,527.301,435.076,-0.3582
mixed,2,1,0.5,4.0,128,2048,256,1024,640,562.439,643.399,505.476,-0.7036
mixed,2,1,0.5,4.0,128,2048,512,2048,1280,643.814,656.933,647.462,0.2781
mixed,2,1,0.5,4.0,128,2048,1024,4096,2560,787.752,1228.493,934.185,0.3322
mixed,2,1,0.5,4.0,256,0,128,512,320,174.464,221.09,206.882,0.6953
mixed,2,1,0.5,4.0,256,0,256,1024,640,254.372,315.971,285.219,0.5008
mixed,2,1,0.5,4.0,256,0,512,2048,1280,351.171,459.109,435.811,0.7842
mixed,2,1,0.5,4.0,256,0,1024,4096,2560,528.42,745.605,739.589,0.9723
